Branch_ID,City,Region,Firm_Revenue,Expenses,Profit_Margin
1499,Kolhapur,South,101014.0,232018,-44.13
1500,Nashik,South,757389.0,429626,24.22
1501,Nashik,South,629391.0,62900,73.59
1502,Mumbai,West,235133.0,498806,2.15
1503,Nashik,West,103814.0,218245,21.37
1504,Nashik,West,645900.0,329571,36.15
1505,Pune,West,221265.0,280739,87.05
1506,Kolhapur,North,63927.0,254606,88.99
1507,Solapur,South,767178.0,81892,44.78
1508,Pune,South,698309.0,159788,-48.47
1509,Solapur,East,365327.0,109068,-21.56
1510,Pune,West,79853.0,411839,-19.75
1511,Mumbai,West,708729.0,296722,39.84
1512,Solapur,South,516524.0,34750,56.14
1513,Mumbai,South,612349.0,424973,-36.65
1514,Pune,South,,289371,-6.55
1515,Nagpur,West,943560.0,228782,26.07
1516,Mumbai,West,510682.0,212913,65.71
1517,Nashik,North,518806.0,168583,1.67
1518,Nagpur,East,213986.0,236304,24.58
1519,Pune,North,401069.0,412209,24.42
1520,Nagpur,North,721288.0,411579,89.01
1521,Mumbai,North,164239.0,240935,76.78
1522,Nagpur,South,588533.0,71483,78.68
1523,Pune,North,183638.0,395229,-25.01
1524,Nagpur,North,976883.0,461037,85.12
1525,Mumbai,East,478631.0,24036,9.06
1526,Solapur,North,698900.0,195121,31.71
1527,Solapur,North,926106.0,81190,42.15
1528,Kolhapur,West,838335.0,185585,14.53
1529,Kolhapur,West,99318.0,329650,1.49
1530,Mumbai,East,314730.0,200082,-12.8
1531,Pune,South,837353.0,423407,27.03
1532,Nagpur,East,387137.0,288541,75.64
1533,Nashik,West,182856.0,20654,64.78
1534,Kolhapur,South,620056.0,235991,26.49
1535,Mumbai,North,278807.0,216511,1.42
1536,Nagpur,North,500718.0,426442,-48.09
1537,Pune,North,61579.0,216097,-18.84
1538,Kolhapur,East,486359.0,133756,-21.98
1539,Nagpur,North,100981.0,435718,38.25
1540,Pune,West,490746.0,259224,88.11
1541,Mumbai,West,118188.0,75897,-2.57
1542,Nagpur,West,438639.0,76596,68.97
1543,Nashik,South,335267.0,266335,-0.54
1544,Kolhapur,South,995324.0,430464,94.62
1545,Nashik,East,954948.0,417476,-20.77
1546,Nagpur,East,,67502,11.03
1547,Mumbai,East,950693.0,104508,-27.6
1548,Solapur,South,990730.0,406514,-16.07
1549,Pune,South,106960.0,371902,-34.11
1550,Solapur,North,455408.0,434758,-33.57
1551,Pune,North,527544.0,379038,44.27
1552,Pune,West,629812.0,436697,67.58
1553,Pune,East,224110.0,150800,-37.85
1554,Solapur,North,636342.0,322246,-16.8
1555,Nashik,East,319006.0,363767,-1.84
1556,Nashik,West,565205.0,94738,90.52
1557,Nashik,South,528963.0,202030,39.71
1558,Mumbai,North,910448.0,44568,-33.91
1559,Solapur,North,298901.0,353623,5.46
1560,Pune,North,503578.0,357407,57.28
1561,Mumbai,East,926590.0,128317,96.74
1562,Mumbai,North,804517.0,472888,60.76
1563,Solapur,West,189921.0,492763,-22.82
1564,Nagpur,South,764357.0,390222,72.88
1565,Kolhapur,South,721991.0,31600,-49.5
1566,Nagpur,West,699406.0,70871,22.36
1567,Nashik,West,714027.0,455164,1.76
1568,Nashik,North,703737.0,388024,91.95
1569,Nashik,South,237225.0,129997,-43.11
1570,Nagpur,North,149665.0,311714,-11.66
1571,Kolhapur,East,75223.0,495797,-11.02
1572,Mumbai,North,221013.0,415123,13.51
1573,Mumbai,North,821574.0,462787,88.5
1574,Mumbai,East,51241.0,394133,47.89
1575,Nashik,South,96126.0,482084,-31.79
1576,Kolhapur,East,543086.0,473927,73.73
1577,Nagpur,North,789168.0,133094,44.48
1578,Kolhapur,North,815148.0,353594,-47.58
1579,Kolhapur,North,672162.0,272750,87.79
1580,Nashik,North,894954.0,331787,-42.88
1581,Pune,West,718986.0,159067,41.49
1582,Nashik,West,242081.0,129133,40.13
1583,Pune,North,698963.0,230379,41.32
1584,Kolhapur,North,213926.0,348782,77.24
1585,Pune,North,213719.0,448462,-31.45
1586,Nagpur,North,789479.0,280071,30.2
1587,Kolhapur,North,102100.0,80889,36.04
1588,Mumbai,North,761855.0,269266,9.65
1589,Solapur,North,614426.0,309963,29.21
1590,Nashik,South,566970.0,486922,25.14
1591,Nagpur,South,515400.0,117140,63.85
1592,Nashik,West,186842.0,230714,-28.12
1593,Pune,West,493724.0,466772,-45.56
1594,Mumbai,North,677221.0,363921,89.72
1595,Mumbai,South,239159.0,433444,-2.95
1596,Solapur,East,892003.0,273973,68.76
1597,Pune,North,597456.0,449606,-2.04
1598,Solapur,South,147812.0,110772,-49.41
1599,Nashik,East,184962.0,330584,-17.66
1600,Mumbai,East,138408.0,202900,-34.18
1601,Mumbai,South,960427.0,459729,73.41
1602,Solapur,North,195508.0,141767,-24.38
1603,Kolhapur,South,259503.0,150348,99.05
1604,Kolhapur,East,132615.0,68342,41.91
1605,Kolhapur,East,478131.0,453559,-1.56
1606,Pune,West,564083.0,485975,25.72
1607,Mumbai,North,910545.0,226916,94.26
1608,Nagpur,East,958583.0,404398,45.42
1609,Kolhapur,South,662508.0,238401,63.04
1610,Nagpur,North,,344764,24.06
1611,Pune,South,798653.0,352900,29.91
1612,Pune,East,398559.0,396994,97.59
1613,Kolhapur,North,704298.0,263965,40.67
1614,Solapur,West,460952.0,332600,31.29
1615,Pune,East,417095.0,84820,81.01
1616,Solapur,South,418999.0,360406,17.38
1617,Pune,West,843708.0,255033,21.04
1618,Nagpur,South,473422.0,219931,56.53
1619,Mumbai,North,437204.0,488069,-26.03
1620,Pune,South,183304.0,293070,-30.47
1621,Pune,South,324060.0,181787,42.75
1622,Kolhapur,South,872508.0,409251,-22.48
1623,Pune,North,886440.0,234526,15.33
1624,Nagpur,South,509652.0,238621,70.67
1625,Nashik,West,199997.0,300949,-3.51
1626,Pune,East,414168.0,372035,61.34
1627,Nagpur,West,688000.0,136609,-0.82
1628,Mumbai,South,127458.0,410392,-44.04
1629,Nagpur,North,157524.0,46127,-36.25
1630,Pune,East,114735.0,327021,15.08
1631,Mumbai,East,107223.0,480435,-2.32
1632,Kolhapur,South,107490.0,208021,20.34
1633,Nagpur,North,444114.0,232213,28.46
1634,Solapur,West,370790.0,351538,91.4
1635,Pune,South,911994.0,132692,20.82
1636,Nashik,South,605785.0,206771,78.62
1637,Nagpur,South,709539.0,458124,77.6
1638,Nashik,West,870116.0,132502,83.12
1639,Nagpur,East,547554.0,340132,30.69
1640,Mumbai,West,157853.0,318293,-7.07
1641,Nashik,West,651409.0,281103,67.94
1642,Kolhapur,North,225839.0,145485,-1.6
1643,Pune,East,814324.0,365892,84.37
1644,Nashik,South,575676.0,62936,-34.27
1645,Pune,North,960443.0,198039,51.72
1646,Mumbai,South,,27694,22.19
1647,Kolhapur,North,699947.0,273842,41.06
1648,Kolhapur,North,213095.0,330243,-33.32
1649,Pune,West,914554.0,167929,95.69
1650,Nagpur,North,440524.0,53651,57.17
1651,Pune,North,351038.0,247174,-7.24
1652,Nashik,East,511732.0,203606,83.42
1653,Nashik,East,147907.0,80983,17.93
1654,Nagpur,North,594402.0,313232,-22.09
1655,Pune,East,117404.0,438879,14.59
1656,Pune,North,125155.0,486333,-2.1
1657,Pune,East,205344.0,244843,56.26
1658,Solapur,East,692842.0,465906,-46.81
1659,Kolhapur,North,212418.0,169934,82.03
1660,Solapur,South,861779.0,402728,14.85
1661,Kolhapur,North,,195779,-33.06
1662,Nashik,North,907659.0,46485,65.18
1663,Kolhapur,South,788905.0,297148,98.25
1664,Nashik,East,590452.0,417535,85.41
1665,Mumbai,West,115419.0,175261,-25.29
1666,Pune,West,224121.0,290530,-17.51
1667,Nashik,West,895164.0,109368,98.15
1668,Mumbai,South,900418.0,197761,-19.59
1669,Kolhapur,North,,237532,-4.75
1670,Solapur,North,228145.0,166526,43.43
1671,Nashik,South,309927.0,418318,-6.3
1672,Pune,South,319608.0,325876,7.2
1673,Kolhapur,South,518631.0,231051,61.19
1674,Nashik,East,815988.0,422094,39.0
1675,Solapur,West,911226.0,307216,71.52
1676,Mumbai,East,211475.0,407180,66.32
1677,Mumbai,East,324674.0,150107,69.89
1678,Mumbai,West,331464.0,415785,-23.33
1679,Kolhapur,West,739287.0,323777,-11.46
1680,Pune,South,253386.0,466588,-22.61
1681,Nashik,West,382111.0,111100,-31.61
1682,Nashik,South,394048.0,236916,77.54
1683,Mumbai,West,918074.0,73544,-49.43
1684,Nagpur,North,647626.0,417324,44.13
1685,Solapur,East,153432.0,284443,80.93
1686,Kolhapur,South,688696.0,119423,-24.88
1687,Nashik,North,925351.0,76729,89.75
1688,Solapur,South,840310.0,53784,93.62
1689,Pune,West,853712.0,368049,37.12
1690,Nashik,North,833490.0,416070,50.07
1691,Pune,West,75224.0,300760,-22.01
1692,Pune,East,812543.0,310393,97.62
1693,Nashik,East,728253.0,113335,60.92
1694,Solapur,South,370308.0,311829,27.43
1695,Nashik,North,356350.0,167358,25.15
1696,Mumbai,South,121358.0,465238,42.7
1697,Pune,East,810057.0,400303,-22.07
1698,Pune,East,198234.0,369796,39.55
1699,Solapur,West,621568.0,456636,-39.51
1700,Mumbai,East,97144.0,31275,40.72
1701,Nagpur,East,668422.0,262052,36.21
1702,Solapur,South,761788.0,130262,3.64
1703,Nagpur,West,211026.0,212497,-36.46
1704,Mumbai,South,665137.0,183947,32.52
1705,Pune,East,518066.0,490089,15.62
1706,Mumbai,South,,69586,-3.14
1707,Kolhapur,South,242269.0,258539,14.2
1708,Mumbai,West,437939.0,170427,-40.86
1709,Solapur,East,667026.0,184224,-37.21
1710,Pune,South,,416973,-28.35
1711,Pune,South,71637.0,397129,33.02
1712,Pune,North,223071.0,449401,-7.53
1713,Kolhapur,South,491267.0,143105,-14.73
1714,Nashik,North,759223.0,44148,44.57
1715,Mumbai,East,835311.0,308048,39.52
1716,Pune,South,922956.0,45545,0.74
1717,Nashik,North,508700.0,476988,90.58
1718,Solapur,South,796203.0,31701,9.73
1719,Kolhapur,West,815073.0,21186,-21.57
1720,Kolhapur,East,86148.0,455112,83.31
1721,Nashik,South,988916.0,269074,55.32
1722,Kolhapur,East,624423.0,459560,62.33
1723,Solapur,West,869200.0,146410,77.34
1724,Nagpur,East,,203754,69.43
1725,Kolhapur,East,228844.0,283910,77.17
1726,Mumbai,East,989866.0,237579,-15.85
1727,Nashik,East,129615.0,67988,42.37
1728,Solapur,East,524775.0,275301,51.36
1729,Nagpur,North,662174.0,482685,-6.09
1730,Pune,North,734233.0,183733,99.14
1731,Nagpur,East,434663.0,57379,71.09
1732,Pune,South,634719.0,228900,87.19
1733,Solapur,North,557998.0,338981,-27.19
1734,Mumbai,East,,370131,-44.34
1735,Nagpur,East,655576.0,138432,-45.71
1736,Kolhapur,South,613875.0,474853,80.01
1737,Solapur,North,,60434,31.96
1738,Solapur,North,933730.0,476194,-3.84
1739,Solapur,West,959611.0,192214,70.84
1740,Pune,South,846852.0,157207,46.61
1741,Mumbai,South,602410.0,431599,42.87
1742,Nagpur,South,378289.0,378540,69.64
1743,Kolhapur,South,384410.0,442942,20.38
1744,Kolhapur,South,455970.0,157803,-25.74
1745,Pune,South,390679.0,441049,87.64
1746,Mumbai,South,166906.0,67856,79.79
1747,Mumbai,East,51903.0,384807,-12.71
1748,Pune,West,548678.0,301665,-0.67
1749,Nagpur,West,126755.0,479526,73.02
1750,Pune,North,391800.0,351826,95.84
1751,Mumbai,East,979802.0,368949,66.32
1752,Nagpur,South,312284.0,444131,-42.15
1753,Kolhapur,East,708640.0,256332,11.25
1754,Solapur,West,704250.0,169628,66.41
1755,Solapur,South,896294.0,407493,19.9
1756,Nashik,East,763013.0,60693,51.38
1757,Nashik,North,977627.0,107820,-44.55
1758,Solapur,East,521880.0,436030,-18.25
1759,Pune,South,667434.0,386002,63.86
1760,Nashik,South,799656.0,166560,-21.12
1761,Kolhapur,South,186918.0,474281,95.68
1762,Nashik,East,505990.0,461842,5.01
1763,Nagpur,East,,32371,-20.86
1764,Pune,East,822390.0,379108,-20.85
1765,Pune,South,919512.0,426555,-23.74
1766,Pune,West,636985.0,166850,2.12
1767,Nagpur,East,472104.0,163547,37.24
1768,Nashik,West,120360.0,467279,82.47
1769,Kolhapur,South,992345.0,332950,90.03
1770,Nagpur,South,779467.0,221575,39.98
1771,Solapur,South,821726.0,297703,44.92
1772,Mumbai,South,235252.0,454932,28.14
1773,Solapur,North,79803.0,164937,0.5
1774,Solapur,South,540674.0,22332,30.09
1775,Kolhapur,East,978258.0,336588,-25.18
1776,Nashik,West,238055.0,378686,-1.58
1777,Nashik,South,112551.0,157259,-20.07
1778,Mumbai,South,844105.0,247723,75.97
1779,Nashik,North,67928.0,40004,-25.55
1780,Pune,South,923457.0,401884,62.04
1781,Solapur,East,,200295,-40.04
1782,Mumbai,East,700253.0,329055,48.96
1783,Mumbai,North,803410.0,68375,64.84
1784,Nashik,South,57991.0,35483,-34.91
1785,Mumbai,East,314133.0,460299,65.8
1786,Mumbai,West,492447.0,398070,37.89
1787,Pune,East,994546.0,489614,52.92
1788,Solapur,North,795360.0,142578,58.49
1789,Mumbai,East,738068.0,296707,-25.52
1790,Mumbai,East,519437.0,36023,69.69
1791,Mumbai,South,929317.0,307857,67.28
1792,Kolhapur,South,317151.0,334322,47.03
1793,Nagpur,East,990918.0,26574,25.71
1794,Kolhapur,West,982714.0,321173,77.49
1795,Pune,West,674713.0,431390,82.1
1796,Kolhapur,West,462211.0,497282,0.22
1797,Solapur,South,912063.0,493322,29.93
1798,Nagpur,East,370761.0,174764,17.47
1799,Mumbai,East,125469.0,52574,13.77
1800,Nashik,East,282544.0,498301,74.18
1801,Mumbai,West,662262.0,231880,49.53
1802,Pune,West,998840.0,115938,21.08
1803,Mumbai,North,290492.0,187782,68.27
1804,Kolhapur,North,389112.0,355386,91.47
1805,Nashik,South,781035.0,391225,11.15
1806,Nagpur,West,851237.0,224666,-29.69
1807,Pune,East,385822.0,243771,87.97
1808,Nagpur,West,743392.0,442463,93.6
1809,Nashik,South,963665.0,423669,11.37
1810,Solapur,West,825624.0,21649,47.26
1811,Nagpur,West,945052.0,273665,-36.43
1812,Kolhapur,North,889508.0,403009,-43.03
1813,Nagpur,East,52125.0,463465,-35.83
1814,Mumbai,West,907960.0,37263,66.17
1815,Pune,West,599390.0,51425,18.86
1816,Pune,South,736017.0,308381,48.31
1817,Solapur,West,460330.0,370439,33.19
1818,Kolhapur,South,184177.0,50751,-20.92
1819,Solapur,South,625700.0,431399,72.15
1820,Nagpur,South,547919.0,304697,-17.87
1821,Solapur,East,766463.0,340659,-22.65
1822,Pune,West,302841.0,290781,42.67
1823,Pune,West,252758.0,459154,80.39
1824,Nagpur,South,522354.0,418759,79.92
1825,Nagpur,North,240167.0,128264,15.77
1826,Nashik,West,830092.0,415666,52.82
1827,Kolhapur,North,164034.0,113263,73.8
1828,Pune,South,758790.0,138245,-17.56
1829,Solapur,North,755774.0,22707,9.24
1830,Kolhapur,South,422672.0,277954,45.01
1831,Nashik,East,331172.0,231833,75.92
1832,Mumbai,East,535736.0,79707,0.4
1833,Kolhapur,West,540579.0,245439,43.19
1834,Solapur,South,207074.0,211679,-41.22
1835,Mumbai,North,226276.0,177819,89.88
1836,Nashik,East,992330.0,381896,84.4
1837,Pune,North,,64488,88.32
1838,Pune,East,472332.0,261407,95.24
1839,Mumbai,West,650081.0,299053,76.85
1840,Pune,South,160822.0,140365,-18.36
1841,Nagpur,East,731944.0,360702,37.19
1842,Kolhapur,East,278115.0,200650,-23.03
1843,Nashik,South,446900.0,74601,-46.93
1844,Solapur,West,298637.0,441832,-28.5
1845,Nashik,South,808814.0,341562,76.27
1846,Kolhapur,South,278628.0,479866,61.55
1847,Mumbai,West,299135.0,290252,63.98
1848,Mumbai,East,,280404,10.88
1849,Pune,East,849494.0,191126,-45.98
1850,Mumbai,East,535416.0,142105,-2.33
1851,Solapur,East,319927.0,487652,18.28
1852,Nashik,North,603322.0,455486,3.71
1853,Solapur,South,65135.0,95445,25.2
1854,Nashik,East,197462.0,333419,41.84
1855,Kolhapur,South,711031.0,355614,-32.29
1856,Kolhapur,East,139931.0,104135,86.18
1857,Pune,West,762627.0,443802,34.0
1858,Mumbai,East,118468.0,155943,78.42
1859,Nashik,South,892465.0,216124,21.16
1860,Nagpur,East,913092.0,80016,59.7
1861,Nagpur,North,457097.0,147441,84.27
1862,Kolhapur,North,535073.0,425338,40.16
1863,Nagpur,East,182556.0,280410,11.31
1864,Nagpur,East,855376.0,445100,36.37
1865,Kolhapur,West,391943.0,423188,-24.97
1866,Kolhapur,West,148081.0,61422,55.37
1867,Solapur,South,112936.0,463017,-44.39
1868,Mumbai,South,622981.0,341483,17.87
1869,Nashik,West,140120.0,174120,31.89
1870,Kolhapur,East,600075.0,436080,10.39
1871,Nagpur,East,955492.0,255873,22.43
1872,Nagpur,South,535318.0,31658,-23.64
1873,Nashik,West,485189.0,303349,-38.28
1874,Pune,East,125358.0,212889,16.47
1875,Solapur,North,157675.0,457465,90.06
1876,Solapur,East,880897.0,94120,-23.03
1877,Mumbai,North,360389.0,474777,-7.53
1878,Nagpur,North,992100.0,312637,81.86
1879,Mumbai,South,478470.0,361650,-9.88
1880,Mumbai,East,782453.0,404371,7.86
1881,Mumbai,West,227282.0,90030,-34.73
1882,Mumbai,East,368200.0,420327,-43.0
1883,Nashik,North,866875.0,345688,49.06
1884,Nashik,East,220708.0,419547,-27.67
1885,Kolhapur,South,,300637,33.79
1886,Nashik,West,,426914,14.53
1887,Mumbai,South,342605.0,402044,-35.85
1888,Nagpur,East,220605.0,284493,14.34
1889,Solapur,North,622980.0,141581,-12.77
1890,Kolhapur,West,348714.0,179925,78.77
1891,Nagpur,West,87666.0,482601,-10.57
1892,Mumbai,South,983204.0,436086,54.79
1893,Kolhapur,East,,145030,52.7
1894,Pune,West,585030.0,434577,-21.02
1895,Kolhapur,West,880623.0,276872,33.35
1896,Nashik,East,647782.0,216486,76.21
1897,Kolhapur,East,605108.0,447131,-34.94
1898,Nagpur,South,306002.0,418725,41.58
1899,Nashik,West,456261.0,269692,-24.56
1900,Nagpur,East,,67800,-13.88
1901,Pune,North,592520.0,388369,47.25
1902,Kolhapur,East,708168.0,351350,45.72
1903,Nagpur,East,567883.0,116523,49.69
1904,Nashik,North,,484979,31.39
1905,Pune,South,490982.0,134088,67.59
1906,Nashik,North,,35684,47.26
1907,Solapur,East,403220.0,499568,-18.0
1908,Mumbai,East,310986.0,126044,-34.79
1909,Solapur,North,346685.0,209951,-48.47
1910,Mumbai,North,378234.0,148003,-48.95
1911,Mumbai,West,922359.0,333553,-34.05
1912,Solapur,North,740370.0,295996,15.13
1913,Pune,North,,193558,-49.12
1914,Mumbai,East,813819.0,90974,7.4
1915,Nagpur,West,81491.0,440643,66.59
1916,Solapur,North,271239.0,456524,-30.72
1917,Nagpur,West,395354.0,274436,68.19
1918,Pune,West,671706.0,75940,-21.5
1919,Pune,North,,422189,-15.79
1920,Kolhapur,North,597247.0,487328,-13.4
1921,Kolhapur,East,690402.0,404911,-1.43
1922,Kolhapur,West,753235.0,485285,25.16
1923,Solapur,East,520239.0,415391,52.1
1924,Nagpur,North,242542.0,151511,66.41
1925,Nashik,West,452540.0,174263,-46.76
1926,Mumbai,West,389747.0,191855,-28.18
1927,Nashik,South,746882.0,335671,62.25
1928,Nashik,North,339233.0,477740,65.87
1929,Kolhapur,South,181836.0,172637,91.65
1930,Solapur,South,148353.0,34415,-6.33
1931,Nashik,West,575110.0,347841,-16.19
1932,Kolhapur,East,90160.0,149564,36.06
1933,Kolhapur,West,507858.0,114568,-38.18
1934,Nashik,South,162325.0,145196,58.79
1935,Mumbai,North,991065.0,178856,21.73
1936,Kolhapur,East,854202.0,51715,56.51
1937,Pune,South,868770.0,291321,-26.21
1938,Mumbai,South,65616.0,44920,19.72
1939,Mumbai,North,114428.0,372258,1.78
1940,Solapur,West,183730.0,451674,20.7
1941,Kolhapur,South,952732.0,454691,33.69
1942,Pune,North,958979.0,428492,52.69
1943,Nagpur,North,696560.0,30865,80.02
1944,Nagpur,North,445848.0,48118,-15.05
1945,Nashik,West,319001.0,446823,14.03
1946,Solapur,North,,280261,-33.03
1947,Pune,South,335172.0,375887,0.13
1948,Solapur,North,332766.0,325035,6.99
1949,Pune,North,200245.0,144491,16.2
1950,Pune,South,294196.0,74143,89.03
1951,Mumbai,North,232807.0,354228,86.49
1952,Pune,South,100020.0,410756,-39.64
1953,Pune,West,185997.0,125938,12.08
1954,Nagpur,West,,246251,-1.99
1955,Nashik,North,623216.0,493972,4.16
1956,Nagpur,West,833710.0,95965,62.59
1957,Kolhapur,West,857230.0,320857,-20.42
1958,Mumbai,East,150885.0,252633,63.38
1959,Mumbai,North,978154.0,230123,87.56
1960,Solapur,South,224454.0,201088,54.07
1961,Mumbai,South,360004.0,476093,11.72
1962,Nashik,South,806882.0,174570,-40.6
1963,Pune,South,292442.0,407710,-34.39
1964,Nagpur,East,332636.0,325277,57.23
1965,Solapur,South,962198.0,449458,-32.97
1966,Mumbai,East,642813.0,70217,12.14
1967,Mumbai,North,137406.0,418130,80.73
1968,Nashik,West,495362.0,83707,30.42
1969,Nagpur,East,231054.0,460430,0.52
1970,Kolhapur,East,,193808,-15.36
1971,Solapur,South,498758.0,329749,31.0
1972,Kolhapur,West,512997.0,458267,1.02
1973,Kolhapur,South,447845.0,165625,93.84
1974,Nagpur,North,361554.0,291418,-47.97
1975,Kolhapur,North,172292.0,278198,91.79
1976,Kolhapur,West,623207.0,211531,-18.3
1977,Nagpur,East,938024.0,185992,36.13
1978,Kolhapur,West,462140.0,254213,-10.44
1979,Kolhapur,West,405409.0,83332,72.63
1980,Kolhapur,East,373503.0,439458,54.86
1981,Solapur,West,199298.0,458346,-14.85
1982,Mumbai,North,884331.0,323028,34.74
1983,Nashik,West,69110.0,499207,86.29
1984,Nashik,South,63641.0,137674,-16.4
1985,Nashik,North,963505.0,300923,72.08
1986,Solapur,East,583246.0,39541,68.95
1987,Nagpur,East,598697.0,116014,7.43
1988,Nashik,South,159923.0,50269,-44.25
1989,Nashik,East,120103.0,23958,-24.96
1990,Kolhapur,East,689635.0,401951,21.11
1991,Nagpur,North,280126.0,352959,20.59
1992,Mumbai,North,87795.0,176863,-34.13
1993,Mumbai,South,758246.0,155881,-6.98
1994,Nashik,North,553448.0,166167,6.68
1995,Nagpur,West,128572.0,424289,72.5
1996,Mumbai,South,439127.0,348917,84.75
1997,Kolhapur,North,621061.0,220131,40.53
1998,Pune,East,124501.0,55199,-8.95
1999,Pune,East,575791.0,405261,52.85
